Zip
71937
72044
56171
49430
52585
47520
49464
49919
52401
35979
36350
38401
41065
55302
29607
31150
31646
31826
17932
18947
20227
14043
15278
15482
33446
27915
23328
24062
26253
02472
07309
00623
52163
52216
53031
60651
62090
62420
64503
65325
65638
74801
75475
75757
63179
63436
57440
72112
72714
99671
97304
97414
81148
81423
81505
81624
82718
89317
92232
93227
93234
93529
93761
94931
95322
30334
36879
38017
43984
46787
31606
55992
13827
14739
15227
16877
31732
32621
21634
24008
25645
34447
35004
27834
28373
11703
02909
04617
07961
00767
00803
43681
36744
37616
38602
50519
40081
30444
90038
90063
92709
93492
94175
84530
95592
38138
40298
56517
57841
58323
58533
58771
58793
53171
53189
56091
43733
47613
51049
51651
53014
43334
62206
64155
48215
30531
20521
20557
23176
16830
16876
11707
12442
13334
13626
24620
25521
34489
17866
17882
18466
19173
28039
28206
28282
96778
97298
97538
98520
98579
93701
94295
16601
17301
19420
32503
36268
24292
26267
27341
08887
71284
71423
71443
48226
48503
49756
50675
78650
80402
83121
92693
93140
93255
75010
76054
68743
85268
45841
65047
67102
67954
68792
75961
76452
76855
80235
80620
81001
83401
85292
57481
58723
78349
79381
63626
23290
23486
24069
15773
16665
16927
30746
32830
33756
20868
21849
22218
17570
17942
18456
18834
18921
19134
29164
54020
55125
56039
39072
39154
08817
10965
12151
12195
18216
02169
02375
02639
77590
78013
68832
42046
43652
62611
70005
71048
26865
28007
54964
56011
19318
21241
50167
80202
84305
85382
93465
94160
94164
95383
95665
79917
90301
60974
62001
92543
92837
14617
15238
21767
02886
03648
04981
05061
05648
19488
19524
00982
37407
38704
38912
30415
31525
32798
43719
43748
47649
35576
36535
37367
27107
24324
41132
43506
28584
29325
95965
97844
83429
78148
78588
65777
67050
67645
56522
58405
60025
50278
50569
52156
51530
51656
53009
55381
30263
30384
30728
31714
33315
33994
34209
47261
37050
15665
17265
17585
19511
08406
29520
29615
11716
12719
23435
24550
25918
27028
27049
95655
91189
93099
98604
87413
02382
02719
62676
79370
71226
72542
72686
72927
83355
83641
84307
60139
60438
68636
66532
55723
39478
49041
61107
58072
59333
35283
42163
49157
43735
44403
50581
33850
35259
35593
40118
40371
13479
15564
15944
17052
30747
31754
32746
33801
23178
10072
10166
10998
21623
29336
29348
11560
18355
36538
37322
43081
27105
44398
46731
33659
02875
04630
06053
00714
02126
14150
30339
32361
32634
33523
33706
24605
25444
26280
18465
12197
13147
28519
26561
82937
64070
64471
75075
68118
79080
70059
90845
92114
98144
98833
95692
95826
93458
61866
77046
77581
67149
57231
74061
82412
75712
75756
85225
86508
87579
93215
94973
98587
98639
04327
04747
05452
06410
02769
54875
55018
37421
46904
05155
06074
15242
17010
23101
60697
23297
62464
58370
72536
73644
74330
30354
80454
37774
39731
72314
44022
72774
53803
54565
54757
54936
55054
62248
29260
42104
43115
44333
34101
39067
23025
23228
23541
28386
32971
73834
75294
81422
82242
84133
85262
93308
93611
94131
94249
96062
97378
15555
16662
16940
17212
08835
12771
12810
13350
24513
22720
13655
03266
76503
77015
77550
78041
80720
83215
83554
96720
97368
97877
98622
89009
89047
89412
99124
99554
28772
29708
31069
36801
38124
47163
47488
04033
23191
23834
23839
25140
18221
18825
19115
30663
15612
06520
93110
95005
95337
98932
87184
87537
37048
62549
63453
63534
63834
81658
70718
71748
72118
78011
83547
66075
54931
48164
48444
49245
50001
50128
38824
39569
40078
43430
44618
45418
45789
46507
36869
37018
37041
52809
39330
61132
62903
72827
74052
78701
79541
79560
80230
80836
81290
74570
76067
76476
76561
64640
19429
13788
14717
25846
27103
30145
30671
31719
32724
32757
36035
36776
38844
38954
45814
47369
53932
54022
47851
50210
52206
52760
41351
43014
13459
14642
15323
20711
21105
08629
10986
29730
11763
12139
12509
17560
17839
18045
76066
81062
85670
13503
16020
02815
04461
04546
07032
20690
22454
75459
75904
77289
84719
91077
92840
24639
25053
13135
00659
01094
02361
26425
41660
43623
68041
68783
58418
62069
37618
98665
97002
97233
71242
76857
76878
77478
77834
92583
80940
74956
84073
84316
86054
65707
87028
89510
73647
46360
46614
40813
38860
62856
62957
64436
56127
58017
52171
49221
49336
50525
02840
04495
14301
15480
16121
23487
25040
19951
20277
22334
22606
27230
27233
13082
76683
76841
78827
51451
55408
59212
59902
60465
65775
70065
70185
71751
72068
57443
63859
73773
75105
75615
31744
32229
32571
32706
21713
16341
22640
49080
84038
86413
74465
74345
37743
80946
38468
91115
39566
98666
43986
72338
44102
94089
45684
65069
29340
65444
29494
67052
29645
68180
68902
56083
30364
72369
10506
71068
40014
40930
13312
12789
14472
44878
95134
35288
55953
29014
50028
08051
74145
38825
47882
39366
49023
49267
11783
12245
12861
69135
06513
07030
71428
62083
62421
64441
78237
58705
60069
60667
65446
92320
92410
98326
03443
04567
05752
05753
06382
01752
30552
31758
32831
33009
13860
14612
22748
17861
18630
18653
00718
13840
05085
95373
98387
90842
92158
93207
96094
73141
74438
67481
67575
64076
64483
64498
65409
85327
85543
60694
60935
78146
80266
80329
70001
70499
50116
50522
48277
49248
26369
26810
28112
43116
21250
04681
05401
14754
77481
77976
78545
79915
79935
58741
85074
85258
74331
75929
73170
80640
82636
14901
16503
17080
32626
23398
23941
21669
17951
19401
30111
12305
26444
28018
28109
52235
52732
55592
12402
13843
24504
25148
19192
19367
75939
77592
84657
65660
67140
68824
87037
87581
89043
78211
78555
79535
79852
72121
73113
74399
06460
07939
08075
10607
00924
02139
02305
02407
65571
66223
53167
37659
29599
13664
15341
20026
22959
41037
43343
43925
44514
45412
97640
98564
99128
99336
56477
57251
57273
61453
62837
63740
63860
44233
44425
46227
49653
41503
36032
39272
96849
98046
98648
99767
05060
05481
01938
29419
31071
47974
38827
39735
21904
22649
23177
29066
30567
35214
37010
37059
37086
37171
37682
38347
18625
19155
20706
21210
23140
24899
43150
33499
27311
27862
38567
38758
50368
50559
50670
52237
59501
67033
68278
63821
63955
55430
60684
60931
61553
62272
62346
55045
73402
73447
75607
32658
15442
07666
00938
30370
30919
33915
33956
35490
35771
96715
98581
56277
57569
57790
58319
58355
59313
60408
78705
93772
95064
87736
88047
89146
90220
64657
61546
61632
61870
58442
58731
54201
57118
62513
49871
63530
63367
55168
78522
61450
62324
77072
83676
77905
85227
85736
78338
79410
79529
79561
80538
97031
97223
88135
95358
92553
76933
77631
30450
34974
35287
35739
37063
38136
38315
41000
41018
14482
62871
63057
71023
57574
48768
14214
15236
15311
17870
18105
19901
17253
08091
08840
10268
10917
00667
01007
29038
29934
30014
12784
13104
13208
28037
08889
10547
46953
47375
41164
41558
53065
55985
56052
45617
36024
39320
45410
20439
03592
04288
06250
17257
11937
12527
13658
84072
91302
92220
85061
85545
97876
98560
95637
95977
96121
96797
78940
79761
79961
51647
54741
55306
55341
55470
67132
63111
63666
48109
50117
50332
51050
34260
39476
04988
06836
06907
90065
98133
82635
85230
85261
75980
76040
76048
76642
76854
93303
93915
93925
79980
90502
92022
71461
13688
14138
08071
08862
02146
02344
02805
02829
05233
05760
06101
07735
16827
17035
99624
44643
26525
27808
33082
16037
17834
06468
07763
08827
12233
12515
22406
03826
04554
13638
14054
15321
20918
21161
01929
02724
24974
76648
77216
65344
66711
66853
67022
67051
16368
19075
24431
24901
26034
26574
27553
05747
07974
13333
29545
13820
14437
15285
35765
35813
37885
43811
44706
45142
46051
46590
28645
29065
29644
26590
31822
31906
98613
81429
85390
86045
76107
77347
95318
87937
79740
62655
65461
56528
66548
60125
60922
61329
62257
55730
20506
78066
64489
65723
67202
74557
75255
75477
75791
64454
80835
82512
56710
90847
92501
92539
92880
99117
99514
49918
50475
66763
67012
53194
15713
16255
18991
67217
06374
69218
69352
49720
49793
73147
74864
63357
63348
63956
68572
72727
71914
92024
93035
82649
77901
84025
55037
31816
14506
32190
94406
94589
95240
92519
93714
00734
56381
57326
41039
44057
44198
44858
45630
32478
32832
34476
35976
47925
48657
49327
30335
37217
78155
79229
72661
73153
73638
74137
88323
18219
18627
19495
01746
04027
04441
05342
14606
07852
17140
17262
26408
27804
33233
51454
64810
68961
63087
63383
57003
60136
61727
47858
47904
48417
48475
70177
72385
73146
75094
75374
75960
45405
55735
56279
56750
53150
53708
54472
55038
55080
55144
55447
56088
39776
40049
40849
30148
30187
30303
31066
32507
33759
43731
45176
45298
45333
46680
34471
36041
42344
43326
43560
48112
50325
14737
17349
03868
04341
04947
06160
25607
20242
18473
18654
18930
12075
01253
01462
61416
56762
32430
33615
33633
39507
46941
48461
49555
49880
12489
38828
53580
29756
30082
27248
28333
31635
23510
12418
13133
28610
25015
92610
87022
88416
89413
90069
95445
95482
95680
85376
97023
11417
00648
25276
25851
28382
33119
36317
36435
36865
38186
24077
30234
31798
78278
79940
73852
97401
88321
90311
92346
94114
76179
85341
77969
42127
43041
60969
61052
55070
48610
49664
02641
02669
67482
68531
59872
59901
60153
61702
58721
72358
79556
95425
92856
87416
87533
95139
90095
37902
34654
35616
30750
31765
32208
64141
17742
17743
18851
70893
67553
85743
75016
60401
80432
66081
80546
55369
83534
55988
56565
49246
58040
50478
91319
92503
94211
35772
43055
99118
45159
50222
37310
67208
54701
68738
72568
69030
73045
80922
58580
74194
16030
76385
18461
77320
10940
65807
12930
58432
06804
68439
61761
16871
77449
14228
59247
15466
60174
74129
83670
26852
85001
31139
91902
33016
98174
98824
38146
95901
47338
03801
48930
06080
49329
00911
43569
31044
08903
32071
10706
32763
28611
13851
13202
76651
15060
77353
77989
15363
16045
16881
23181
06137
25124
65582
98145
66675
94156
86331
92616
87102
74359
08072
72199
24440
14602
13217
23180
28036
65236
21298
67478
12593
69023
54568
96101
87543
71468
98942
79942
99903
75947
72529
84722
45855
76557
42740
71306
60304
63103
62706
49757
50579
58203
48465
49283
26591
07510
19889
20254
23630
22701
11050
23517
27283
06354
28310
15834
28950
11418
11746
24432
76691
25817
78727
01515
53090
80653
54441
83729
62006
66404
79831
71030
73015
57313
05777
30633
31208
02113
60064
23146
29657
21688
19462
45408
21523
99176
28557
80638
61840
47429
48230
48231
48451
49323
45218
45828
46376
49655
50843
41348
43062
43682
36049
98206
99146
99309
91802
95835
05846
06608
01856
99711
31551
32135
48279
38923
29805
30710
34426
35958
36005
37306
37332
19547
20314
21625
23351
24640
25248
41601
42355
42378
43667
28038
49723
58255
45156
45336
47465
66692
67479
67521
69130
63931
65080
47711
47937
48079
48894
55803
72160
72833
32619
13733
01569
30277
31032
36071
37804
98105
98262
98371
58579
79259
90210
99768
65570
67061
68719
68729
59713
59823
62340
62341
50652
51360
53965
54725
57236
57330
59058
62685
91030
92318
92338
57312
59453
73026
73064
63451
65702
54620
54699
61730
81091
79329
95939
97452
97632
98591
99207
99349
86503
87117
88103
88901
93646
91001
29418
30114
31316
31534
35036
40501
41561
94592
94807
95328
92192
92357
90013
98671
99687
56073
56308
